Submission ID,Common Name,Scientific Name,Taxonomic Order,Count,State/Province,County,Location ID,Location,Latitude,Longitude,Date,Time,Protocol,Duration (Min),All Obs Reported,Distance Traveled (km),Area Covered (ha),Number of Observers,Breeding Code,Observation Details,Checklist Comments,ML Catalog Numbers
S70769405,Sanderling,Calidris alba,6189,1000,US-MA,Suffolk,L453702,Revere Beach--Point of Pines,42.4408143,-70.9601784,1997-08-18,06:00 PM,eBird - Traveling Count,120,1,1.609,,12,,,BBC trip leader: P. Vale,
S71636233,Short-billed Dowitcher,Limnodromus griseus,6057,6,US-MA,Essex,L10491583,Newburyport & vicinity,42.8113735,-70.8755356,1997-09-07,07:30 AM,eBird - Traveling Count,360,1,16.093,,26,,,"BBC trip leader: W. Drummond. It was a typical late 90s Sept. birding. Not too many birds but we managed a few highlights like Buff-breasted, etc.  All birds seen on Plum Island refuge except Golden Plover seen by airport.",
S80375349,American Coot,Fulica americana,5500,25,US-MA,,L108949,Massachusetts,42.06247,-71.7088,1997-12-13,08:30 AM,eBird - Traveling Count,420,1,48.279,,9,,,"BBC Trip, Leader Barbara Volkle. Belmont, Arlington, Cambridge, Boston and Winthrop",
S325970739,Bullock's Oriole,Icterus bullockii,33736,1,US-MA,Middlesex,L11619532,Reading,42.525834,-71.10232,1998-03-01,,Historical,0,0,,,4,,,Brookline Bird Club field card data. Trip Leaders: David J. & Dennis F. Oliver. 4 of us on our way to Plum met in Reading to view the male Bullock's Oriole.,
S329855837,White-throated Sparrow,Zonotrichia albicollis,33201,1,US-MA,Norfolk,L209594,Hall's Pond and Amory Woods,42.3468922,-71.1129141,1998-05-15,06:00 AM,Historical,,1,,,15,,,Brookline Bird Club field card data. Trip Leader: Fred Bouchard. Hall Pond.,
S326517146,Double-crested Cormorant,Nannopterum auritum,7424,30,US-MA,Essex,L10491583,Newburyport & vicinity,42.8113735,-70.8755356,1998-05-16,06:00 AM,Historical,,1,,,35,,,"Brookline Bird Club field card data. Trip Leader: William C. Drummond. Plum Island, Newburyport, West Newbury. It was fun to see lots of warblers at Oak Hill Cemetery in Newburyport. We could have stayed there all day.",
S326539930,Cedar Waxwing,Bombycilla cedrorum,29888,12,US-MA,Essex,L10491583,Newburyport & vicinity,42.8113735,-70.8755356,1998-05-17,07:00 AM,Historical,,1,,,12,,,"Brookline Bird Club field card data. Trip Leader: Stephen Grinley. Oak Hill Cemetery, Newburyport and Pikes Bridge Road, West Newbury.",
S326549827,Loggerhead Shrike,Lanius ludovicianus,21091,1,US-MA,Essex,L830335,Plum Island (please use more refined location),42.7987508,-70.8114526,1998-05-18,05:30 PM,Historical,,1,,,19,,,Brookline Bird Club field card data. Trip Leader: William C. Drummond. Plum Island including Plum Bush.,
S327014380,Barn Swallow,Hirundo rustica,24187,1,US-MA,Essex,L10491583,Newburyport & vicinity,42.8113735,-70.8755356,1998-05-28,06:30 AM,Historical,,1,,,8,,,"Brookline Bird Club field card data. Trip Leader: Stephen Grinley. Pikes Bridge Road, West Newbury, and Little River, Newbury.",
S329867197,Mute Swan,Cygnus olor,377,1,US-MA,Barnstable,L111983,Barnstable,41.80615,-69.97195,1998-05-30,,Historical,,1,,,8,,,"Brookline Bird Club field card data. Trip Leader: unknown. Cape Cod - South Beach, Chatham.",
S329867197,Wilson's Storm-Petrel,Oceanites oceanicus,7013,X,US-MA,Barnstable,L111983,Barnstable,41.80615,-69.97195,1998-05-30,,Historical,,1,,,8,,,"Brookline Bird Club field card data. Trip Leader: unknown. Cape Cod - South Beach, Chatham.",
S325971051,Eastern Towhee,Pipilo erythrophthalmus,33415,7,US-MA,Middlesex,L1055329,Desert Natural Area,42.3759197,-71.4830589,1998-06-07,05:30 AM,Historical,0,1,,,,,,"Brookline Bird Club field card data. Trip Leader: Barbara Howell. ""The Desert"""" Sudbury/Marlborough""",
S325971380,Field Sparrow,Spizella pusilla,33002,3,US-MA,,L108949,Massachusetts,42.06247,-71.7088,1998-06-21,,Historical,0,1,,,,,,"Brookline Bird Club field card data. Trip Leader: Glenn D'Entremont. Western Mass. -- Amherst, Hadley, Barton's Cove, Windso, Turner's Farm, October Mountain.",
S329814048,Common Murre,Uria aalge,6424,6,US-ME,,L108946,Maine,45.27213,-69.02892,1998-07-03,,Historical,,1,,,16,,,Brookline Bird Club field card data. Trip Leader: Ida Giriunas. July 3-6. Machais and Belgrade Lakes. Beautiful weather. Beautiful scenery. Beautiful people. Beautiful birds. Beautiful food. Beautiful trip. Life does not get much better than this!,
S328384609,Gray Catbird,Dumetella carolinensis,28000,27,US-MA,Essex,L10491583,Newburyport & vicinity,42.8113735,-70.8755356,1998-08-01,07:00 AM,Historical,,1,,,13,,,"Brookline Bird Club field card data. Trip Leaders: Laura de la Flor and Mark C. Burns. Parker National Wildlife Refuge, Newburyport Harbor, sewer treatment plant.",
S328386933,Fork-tailed Flycatcher,Tyrannus savana,17494,1,US-MA,Essex,L129047,Parker River NWR--Hellcat,42.74143,-70.79527,1998-08-08,,Historical,,0,,,1,,At Hellcat Swamp; found and reported by Simon Perkins.,[From a note on the field card for the August 8 trip to Stellwagen Bank.] Simon Perkins,
S328407710,Red-necked Stint,Calidris ruficollis,6186,1,US-MA,Plymouth,L269484,Duxbury Beach,42.0295225,-70.6261466,1998-08-23,,Historical,,0,,,,,,Brookline Bird Club field card data. Trip Leader: Jane Zanichkowsky. This group left the Newburyport and vicinity trip at noon to go to Duxbury to see the Red-necked Stint.,
S328427991,Bullock's/Baltimore Oriole,Icterus bullockii/galbula,33772,1,US-MA,Essex,L830335,Plum Island (please use more refined location),42.7987508,-70.8114526,1998-08-24,07:30 AM,Historical,,1,,,5,,Possible Bullock's Oriole at Hellcat,Brookline Bird Club field card data. Trip Leader: Donald Wilkinson,
S328543260,Northern Pintail,Anas acuta,594,8,US-MA,Essex,L10491583,Newburyport & vicinity,42.8113735,-70.8755356,1998-09-12,08:00 AM,Historical,,1,,,7,,,"Brookline Bird Club field card data. Trip Leader: Jonathan Center. Plum Island, Newburyport, Newbury.",
S328887848,Seaside Sparrow,Ammospiza maritima,33222,X,US-MA,Essex,L10491583,Newburyport & vicinity,42.8113735,-70.8755356,1998-09-20,09:00 AM,Historical,,1,,,,,,Brookline Bird Club field card data. Trip Leader: Joe Paluzzi,
S328899206,American Crow,Corvus brachyrhynchos,21557,6,US-MA,Worcester,L452346,Bolton Flats WMA--Bolton,42.4619581,-71.6462441,1998-09-27,07:00 AM,Historical,270,1,,,14,,,"Brookline Bird Club field card data. Trip Leaders: Sheila Carroll and Mark Lynch. Sparrow-O-Rama. Bolton Flats, Fruitlands Overlook. Lots of birds but a very tough trip because of the height of the weed growth. #s of sparrows based on running total = low estimate to avoid overcounting. Sparrows flying, darting, and dropping in weeds everywhere -- quick looks at best. A thresher would have come in handy. Couldn't bird other sections of Flats ...Lodge[?] out! Beavers????? So had to cut trip short!!!!",
S328936708,vireo sp.,Vireo sp.,19306,1,US-MA,Middlesex,L11658484,Lincoln,42.4149558,-71.3378947,1998-10-04,07:00 AM,Historical,,1,,,5,,,Brookline Bird Club field card data. Trip Leader: Jason Forbes. Lincoln Conservation Land.,
S329827769,White-throated Sparrow,Zonotrichia albicollis,33201,1,US-NH,Rockingham,L112538,Rockingham,43.00576,-71.09158,1998-10-17,,Historical,,1,,,9,,,Brookline Bird Club field card data. Trip Leaders: Alan and Barbara Delorey. New Hampshire sea coast and Great Bay NWR.,
S328981250,Whooper Swan,Cygnus cygnus,390,4,US-MA,Essex,L199211,Ipswich,42.67929,-70.84119,1998-10-25,08:00 AM,Historical,,1,,,15,,,Brookline Bird Club field card data. Trip Leader: John Nove,
S329175488,Snow Goose,Anser caerulescens,267,30,US-MA,Essex,L10491583,Newburyport & vicinity,42.8113735,-70.8755356,1998-11-08,08:00 AM,Historical,,1,54.718,,14,,,"Brookline Bird Club field card data. Trip Leaders: Stephen E. Moore and Barbara M. Volkle. Salisbury Beach, Newburyport, Plum Island.",
S329817510,Long-billed Murrelet,Brachyramphus perdix,6393,1,US-RI,Washington,L1170623,Narragansett Town Beach,41.4375072,-71.4516942,1998-11-29,,Historical,,1,,,20,,"Stakeout, seen by many",Brookline Bird Club field card data. Trip Leader: William C. Drummond. The trip was on the BBC hotline and Massbird.,
S69991612,Trumpeter Swan,Cygnus buccinator,382,2,US-MA,Essex,L111987,Essex,42.65736,-70.92672,1999-01-01,09:00 AM,eBird - Traveling Count,480,1,96.558,,31,,,"BBC Trip,  Leader: Laura de la Flor, Mark Burns. Sunny, cold 28f. Newburyport, Salisbury to Cape Ann",
S69992255,Brant (Pale-bellied),Branta bernicla hrota,316,80,US-MA,Essex,L10491583,Newburyport & vicinity,42.8113735,-70.8755356,1999-03-21,08:00 AM,eBird - Traveling Count,420,1,48.279,,25,,,"BBC Trip,  Leader: L.H. delaFlor, M. Burns. Newburyport  Salisbury",
S69992255,Mourning Dove,Zenaida macroura,2412,10,US-MA,Essex,L10491583,Newburyport & vicinity,42.8113735,-70.8755356,1999-03-21,08:00 AM,eBird - Traveling Count,420,1,48.279,,25,,,"BBC Trip,  Leader: L.H. delaFlor, M. Burns. Newburyport  Salisbury",
S301159934,Brown-headed Cowbird,Molothrus ater,33833,18,US-MA,Essex,L129055,Pikes Bridge Road,42.7877482,-70.935549,1999-05-09,01:30 PM,eBird - Traveling Count,120,1,1.609,,7,,,Brookline Bird Club. Trip leader: Steven Grinley,
S330053502,American Three-toed/Black-backed Woodpecker,Picoides dorsalis/arcticus,11221,1,US-ME,Washington,L49012366,"Machias, ME",44.7165855,-67.4546433,1999-07-02,,Historical,,1,,,17,,,"Brookline Bird Club field card data. Trip Leader: Ida Giriunas. July 2-5. Gray Seal 20, Moose 1, Red Squirrel 1, White-tailed Deer 3, Groundhog 1.",
S335915417,American Three-toed Woodpecker,Picoides dorsalis,11216,1,US-ME,Franklin,L12755898,Rangeley Lakes,44.9467805,-70.7342966,1999-07-15,,Historical,,1,,,,,"Mt. Blue Trail, Mt. Blue State Park.",Brookline Bird Club field card data. Trip Leader: Eddie Giles. July 15-18.,
S332331752,Downy Woodpecker,Dryobates pubescens,11400,X,US-MA,Hampshire,L11975091,Mt Tom and Arcadia Audubon,42.2790051,-72.6384677,1999-09-12,09:00 AM,Historical,,1,,,8,,,Brookline Bird Club field card data. Trip Leader: Tom Gagnon,
S332441880,Helmeted Guineafowl (Domestic type),Numida meleagris (Domestic type),989,7,US-MA,Nantucket,L2074827,Nantucket,41.2664529,-70.0474548,1999-10-01,,Historical,,1,,,16,,,Brookline Bird Club field card data. Trip Leader: Linda Ferraresso. October 1-3.,
S332441880,new world flycatcher sp.,Tyrannidae sp.,17501,1,US-MA,Nantucket,L2074827,Nantucket,41.2664529,-70.0474548,1999-10-01,,Historical,,1,,,16,,,Brookline Bird Club field card data. Trip Leader: Linda Ferraresso. October 1-3.,
S334313176,Snow/Ross's Goose,Anser caerulescens/rossii,274,1,US-MA,Essex,L10491583,Newburyport & vicinity,42.8113735,-70.8755356,1999-12-04,08:30 AM,Historical,,1,,,18,,Mystery goose,"Brookline Bird Club field card data. Trip Leader: William C. Drummond. Salisbury, Plum Island Refuge.",
S83101437,Bufflehead,Bucephala albeola,742,40,US-MA,Essex,L10491583,Newburyport & vicinity,42.8113735,-70.8755356,2000-02-20,09:00 AM,eBird - Traveling Count,180,1,24.14,,26,,,BBC trip; Trip leader: Steve Grinley; Newburyport to Salisbury,
S83101305,Redpoll (Common),Acanthis flammea flammea/rostrata/islandica,32484,3,US-MA,Essex,L6528498,Cape Ann,42.6588561,-70.6397724,2000-03-19,08:30 AM,eBird - Traveling Count,180,1,32.186,,10,,,"BBC trip; Trip leader: Chris Corley; Tried for Cinnamon Teal, but didn't see. No Shrike & Carolina Wren were in Manchester, all others were at Eastern Pt and in Rockport, although we did not have time for Andrews or Halibut Points.",
S83428974,Song Sparrow,Melospiza melodia,33277,7,US-MA,Essex,L207365,Eastern Point--General Area,42.5847513,-70.6572351,2000-05-07,07:00 AM,eBird - Traveling Count,180,1,3.219,,22,,,BBC trip; Trip leader: John Nove,
S83429156,Chuck-will's-widow,Antrostomus carolinensis,3594,1,US-MA,Barnstable,L111983,Barnstable,41.80615,-69.97195,2000-06-03,02:00 PM,eBird - Traveling Count,360,0,96.558,,1,,Wellfleet,"BBC trip part 3; Trip leader: Glenn d'Entremont; Plymouth Beach/Plymouth, Mattapoisett, Brewster, Plymouth airport, Dennis, Wellfleet",
S98128001,merganser sp.,Mergellus/Lophodytes/Mergus sp.,775,1,US-MA,Middlesex,L11712618,Medford,42.4193699,-71.1084117,2000-10-14,08:00 AM,eBird - Traveling Count,120,1,8.047,,9,,,"BBC trip; Trip leader: Dennis Oliver; Brooks Estate, Oak Grove Cemetery, Mystic Lakes",
S98128113,Franklin's Gull,Leucophaeus pipixcan,6494,1,US-MA,Essex,L10491583,Newburyport & vicinity,42.8113735,-70.8755356,2000-11-05,08:00 AM,eBird - Traveling Count,345,1,24.14,,4,, Cashman's Park,"BBC trip; Trip leader: Steve Moore & Barbara Volke;40-50 degrees, windy, steady light to moderate rain all day. 47 miles drive by each car. Enclosed is probable Franklin's Gull at Cashman Park.",
S98128117,Tropical Kingbird,Tyrannus melancholicus,17452,1,US-MA,Plymouth,L140447,"World's End (TTOR), Hingham",42.2713013,-70.8806992,2000-11-18,08:00 AM,eBird - Traveling Count,60,0,1.609,,12,,"1st state record, bird first found Nov 8, video, photo, recorded seen by hundreds!",BBC trip part 2; Trip leader: Robert Stymeist,
S76073210,Barrow's Goldeneye,Bucephala islandica,748,1,US-MA,Essex,L6528498,Cape Ann,42.6588561,-70.6397724,2001-01-27,08:00 AM,eBird - Traveling Count,240,1,48.279,,14,,,"BBC Trip, Leader: Linda Ferraresso",
S76149665,Painted Bunting,Passerina ciris,34621,1,US-MA,Middlesex,L111991,Middlesex,42.44015,-71.46383,2001-03-11,11:00 AM,eBird - Traveling Count,150,1,16.093,,21,,Malden,"BBC Trip, Leader: W Drummond. Malden, Medford. Extension of Newburyport trip. This was a 70's style trip when we dashed from Newburyport to Malden for Painted Bunting to Medford for Redheads",
S76226540,Gray-cheeked/Bicknell's Thrush,Catharus minimus/bicknelli,28323,1,US-MA,Worcester,L1039319,Oxbow NWR (Worcester Co.),42.4963791,-71.6261474,2001-05-12,07:00 AM,eBird - Traveling Count,180,1,4.828,,7,,,"BBC Trip, Leader: JONATHAN CENTER",
S76226537,Curlew Sandpiper,Calidris ferruginea,6182,1,US-MA,Essex,L10491583,Newburyport & vicinity,42.8113735,-70.8755356,2001-05-13,09:00 AM,eBird - Traveling Count,240,1,16.093,,15,, Salt Pannes,"BBC Trip, Leader: STEVE GRINLEY. Oak Hill Cemetery, Newburyport and Plum Island",
S76412674,Eastern Meadowlark,Sturnella magna,33568,X,US-NH,Coos,L112534,Coos,44.69187,-71.38758,2001-06-10,07:00 AM,eBird - Traveling Count,600,1,32.186,,8,,,"BBC TRIP: TONY VAZZANO. Pondicherry Wildlife Refuge, Whitefield and Jefferson, Trudeau Road Bogs, Bethlehem",
S76412669,Eastern Wood-Pewee,Contopus virens,16924,6,US-NH,Rockingham,L821823,"Pawtuckaway SP, Nottingham/Deerfield",43.0929607,-71.1790466,2001-06-23,07:00 AM,eBird - Traveling Count,180,1,3.219,,14,,,BBC TRIP: ALAN & BARBARA DELOREY,
S289316233,Common Merganser (North American),Mergus merganser americanus,766,50,US-MA,Plymouth,L2318071,Plymouth,41.9573035,-70.6685863,2002-02-10,,Historical,120,1,8.047,,2,,,SSBC/BBC trip; Glenn d'Entremont-leader; 2 participants; Vin Z,
S72048721,Eared Grebe,Podiceps nigricollis,6876,1,US-MA,Essex,L6528498,Cape Ann,42.6588561,-70.6397724,2002-03-09,10:00 AM,eBird - Traveling Count,360,1,32.186,,18,,Gloucester,"BBC trip, William Drummond. Nice day. Fun trip.",
S73906360,Eurasian Kestrel,Falco tinnunculus,11993,1,US-MA,Barnstable,L2319669,Chatham,41.6810783,-69.9598571,2002-04-20,12:00 PM,eBird - Traveling Count,120,0,8.047,,4,," Male, larger than American. Rufous back with black marks, dark primaries, blueish head with noticeable malar mark, pale bill with dark tip, tale blueish with darker end.","BBC trip, Glenn d'Entremont, extension of Stoughton trip",
S73906490,Pacific Golden-Plover,Pluvialis fulva,5816,1,US-MA,Essex,L830335,Plum Island (please use more refined location),42.7987508,-70.8114526,2002-04-28,09:00 AM,eBird - Traveling Count,240,1,9.656,,16,, Plum Island,"BBC trip, William Drummond,  Plum Island, rain",
S75842707,American Avocet,Recurvirostra americana,5780,1,US-MA,Norfolk,L111993,Norfolk,42.16557,-71.14307,2002-05-11,07:00 AM,eBird - Traveling Count,360,1,32.186,,2,, Squantum,"BBC Trip, Leader: Glenn d'Entremont",
S75842686,Sprague's Pipit,Anthus spragueii,31889,1,US-MA,Barnstable,L2068510,Falmouth,41.5486724,-70.616684,2002-05-26,07:00 AM,eBird - Traveling Count,180,1,32.186,,5,,"SE shore Waquoit Bay, South Cape Beach","BBC Trip, Leader: Bob Petersen. Crane WMA, Ashumet Res, South Cape Beach",
S224451201,Elegant Tern,Thalasseus elegans,6780,1,US-MA,Barnstable,L473469,"South Beach, Chatham",41.6259552,-69.9680442,2002-08-10,,Historical,360,1,8.047,,3,,"continuing bird, smaller than Royal, thinner orange bill, seen by entire group among sittng tern flock; saw same bird next week which showed same size and bill differences from Royal","SSBC/BBC trip, Glenn d'Entremont leader; Oakes S, Herman D'E; 20 participants",
S75765494,Rufous Hummingbird,Selasphorus rufus,4826,1,US-MA,Hampshire,L11975091,Mt Tom and Arcadia Audubon,42.2790051,-72.6384677,2002-09-15,09:00 AM,eBird - Traveling Count,480,1,4.828,,4,, female,"BBC Trip, Leader: Tom Gagnon. Mt Tom, Northampton Meadows, Agawam",
S75765506,Northern Gannet,Morus bassanus,7333,45,US-MA,Essex,L10491583,Newburyport & vicinity,42.8113735,-70.8755356,2002-10-12,09:00 AM,eBird - Traveling Count,180,1,24.14,,10,,"12 in harbor, 5 sitting in water from Salisbury boat ramp","BBC Trip, Leader: Steve Grinley; rain cloudy and windy; Newburyport harbor, Scotland Rd. and Newbury",
S75765399,Brewer's Blackbird,Euphagus cyanocephalus,33851,1,US-MA,Essex,L111987,Essex,42.65736,-70.92672,2002-11-09,08:30 AM,eBird - Traveling Count,480,1,32.186,,16,,Ipswich Ted Raymond's field,"BBC Trip, Leader: Ida Giriunas and Bob Peterson, all day trip to Ipswich and Plum Island and Clark Pond; beautiful weather",
S75737181,large alcid sp.,Alca/Uria sp.,6432,150,US-MA,Essex,L374648,Halibut Point SP,42.6910153,-70.6317011,2002-12-07,09:00 AM,eBird - Traveling Count,120,1,3.219,,10,,,"BBC Trip, Leader: John Nove",
S201859176,Common x Barrow's Goldeneye (hybrid),Bucephala clangula x islandica,750,1,US-MA,Barnstable,L6346295,cotuit,41.6054807,-70.4372549,2003-01-19,,Historical,15,1,,,3,,"hybrid, no other notes","BBC trip, Tom Prince leader, Tom P, Dave B",
S70769759,Clay-colored Sparrow,Spizella pallida,32996,1,US-MA,Essex,L10491583,Newburyport & vicinity,42.8113735,-70.8755356,2003-02-23,09:00 AM,eBird - Traveling Count,180,1,12.874,,3,,,"BBC Trip, Leader: Steve Grinley. Newburyport Plum Island",
S71634071,Northern Cardinal,Cardinalis cardinalis,34515,3,US-MA,Norfolk,L11925114,Stoughton area,42.1247255,-71.1020341,2003-05-10,01:00 PM,eBird - Traveling Count,120,1,3.219,,3,,,"BBC Trip, Leader: Glenn d'Entremont, Stoughton",
S70162919,Northern Waterthrush,Parkesia noveboracensis,33953,2,US-MA,Suffolk,L207424,Boston Nature Center Wildlife Sanctuary (Mass Audubon),42.28835,-71.09991,2003-05-13,06:00 AM,eBird - Traveling Count,240,1,3.219,,5,,,"BBC Trip, Leader: Linda Ferraresso, 58 degrees, foggy turning partly sunny",
S70162922,Ruby-throated Hummingbird,Archilochus colubris,4802,2,US-MA,Essex,L10491583,Newburyport & vicinity,42.8113735,-70.8755356,2003-05-17,06:00 AM,eBird - Traveling Count,480,1,24.14,,17,,,"BBC Trip, Leader: Bill Drummond, Although the numbers look high, it was actually a poor birding day.  The only realy highlight wasthe Golden-winged warbler, a life bird.",
S71634076,American Robin,Turdus migratorius,28633,1,US-MA,Barnstable,L582326,Stellwagen Bank NMS,42.2972857,-70.194397,2003-07-26,10:00 AM,eBird - Traveling Count,240,1,48.279,,26,,Immature,"BBC Trip, Leader: Glenn d'Entremont, pelagic trip from Plymouth MA; Stellwagen sightings",
S70248681,Forster's Tern,Sterna forsteri,6731,3,US-MA,Barnstable,L473469,"South Beach, Chatham",41.6259552,-69.9680442,2003-08-23,08:00 AM,eBird - Traveling Count,360,1,8.047,,30,,,"BBC Trip, Leader: Eddie Giles",
S70841993,Bonaparte's Gull,Chroicocephalus philadelphia,6462,40,US-MA,Essex,L10491583,Newburyport & vicinity,42.8113735,-70.8755356,2003-11-02,08:00 AM,eBird - Traveling Count,240,1,40.233,,9,,,"BBC Trip, extension to Exeter NH for Bell's Vireo.  Leader: Stephen E. Moore, 50 degrees, light rain",
S70841831,Dickcissel,Spiza americana,34627,1,US-MA,Essex,L111987,Essex,42.65736,-70.92672,2003-11-08,08:30 AM,eBird - Traveling Count,480,1,32.186,,9,,,"BBC Trip, Essex, Ipswich, Newbury, Leader: Ida Giriunas, Beautiful, brisk late fall day, winds NW 10-30 mph, temp 35-40 degrees",
S70841995,Bell's Vireo,Vireo bellii,19197,1,US-NH,Rockingham,L112538,Rockingham,43.00576,-71.09158,2003-11-09,09:00 AM,eBird - Traveling Count,480,1,32.186,,22,,"Exeter, present for over one week","BBC Trip, NH Coast, Exeter, Great Bay, Leader: S. Mirick, J Lawrence",
S70842005,Cave Swallow,Petrochelidon fulva,24289,1,US-MA,Barnstable,L111983,Barnstable,41.80615,-69.97195,2003-11-15,08:00 AM,eBird - Traveling Count,300,1,24.14,,6,,,"BBC Trip, Bourne, Sandwich and Orleans, Leader: R. Stymeist, Cave Swallow 1 at Nauset Beach is first MA record",
S104061915,Varied Thrush,Ixoreus naevius,28249,1,US-MA,Hampshire,L743036,Quabbin Reservoir (Hampshire Co.) (please use more refined location),42.3047374,-72.3236847,2004-02-01,12:30 PM,eBird - Traveling Count,250,0,32.186,,23,,,"BBC Trip,  Leader: Bill Drummond. We had a beautiful day, worked hard, but found no Bohemian Waxwings.",
S104061921,peep sp.,Calidris sp. (peep sp.),6235,10,US-MA,Essex,L10491583,Newburyport & vicinity,42.8113735,-70.8755356,2004-02-28,09:00 AM,eBird - Traveling Count,480,1,16.093,,13,,,"BBC Trip,  Leader: Ida Girunas. Plum Island, Salisbury. Beautiful day 35-40, wind, sunshine. BEE U TEE FUL day.  Few birds even though some were real nice.",
S104063370,Townsend's Warbler,Setophaga townsendi,34206,10,US-MA,,L108949,Massachusetts,42.06247,-71.7088,2004-03-27,08:00 AM,eBird - Traveling Count,420,1,160.93,,4,,,"BBC Trip,  Leader:  David Hursh, Fred Bouchard, Shane Hunt. Watertown, Medfield, West Bridgewater, Lakeville, Fairhaven, W Falmouth",
S104908564,Tennessee Warbler,Leiothlypis peregrina,33972,1,US-MA,Middlesex,L207391,Mount Auburn Cemetery,42.371,-71.146,2004-05-05,06:00 AM,eBird - Traveling Count,150,1,3.219,,13,,,"BBC Trip, Leader: R. Petersen",
S104908551,American Bittern,Botaurus lentiginosus,7560,1,US-MA,Essex,L129046,Plum Island--Parker River NWR & Sandy Pt. State Reservation,42.74735,-70.80824,2004-05-08,06:00 AM,eBird - Traveling Count,420,1,8.047,,4,,,"BBC Trip, Leader: L. H. de la Flor. Bike trip",
S104908551,Ring-necked Duck,Aythya collaris,673,3,US-MA,Essex,L129046,Plum Island--Parker River NWR & Sandy Pt. State Reservation,42.74735,-70.80824,2004-05-08,06:00 AM,eBird - Traveling Count,420,1,8.047,,4,,,"BBC Trip, Leader: L. H. de la Flor. Bike trip",
S104741895,Brown Thrasher,Toxostoma rufum,28037,X,US-MA,Middlesex,L251003,Horn Pond Recreation Area,42.4680852,-71.1582396,2004-06-10,07:00 AM,eBird - Traveling Count,180,1,3.219,,8,,,"BBC Trip,  Leader: Marjorie Rines.   Rainy.  I used to lead trips for the BBC Trip,  in May in the Middlesex Fels, and year after year it would pour rain on the day of the trip. (there is more than one member of this list who will remember this well), and I gradually began to think of myself as the Raining Queen of Medford.  Well, today's trip was at Horn Pond, and at 7am it was pouring.  I entertained the hope that no one would show up, but of the 10 people who signed up for the trip, 7 showed up including one without a rain jacket who optimistically decided it was going to clear up.   Despite the rain (and mosquitos) we had a pretty fine trip. My personal highlight was watching an adult male orchard oriole feeding two fledglings perched in the same tree.  As one participant said, An A+ experience.",
S125653658,Prairie Warbler,Setophaga discolor,34185,3,US-MA,Middlesex,L22115441,Devens and Lancaster,42.5689947,-71.6119232,2004-06-21,06:00 AM,eBird - Traveling Count,360,1,16.093,,1,,,"BBC Trip. Devens Reserve Forces Training Area for grassland birds, and Nashua Greenway",
S104332400,Red-footed Falcon,Falco vespertinus,12057,1,US-MA,Dukes,L388341,Katama Airport,41.3547781,-70.5243301,2004-08-14,06:00 PM,eBird - Traveling Count,120,0,1.609,,8,,,"BBC Trip,  Leader: Mark Burns. Extension of South Beach shorebird safari",
S104119641,Ring-billed Gull,Larus delawarensis,6521,20,US-MA,Essex,L10491583,Newburyport & vicinity,42.8113735,-70.8755356,2004-12-04,07:30 AM,eBird - Traveling Count,360,1,16.093,,14,,,"BBC Leader:  Bill Drummond. Plum Island and Salisbury  Snowy Owl was just a white dot, but the short-eared owls put on a great show.",
S104119642,Northern Harrier,Circus hudsonius,8324,5,US-MA,Essex,L10491583,Newburyport & vicinity,42.8113735,-70.8755356,2004-12-12,09:00 AM,eBird - Traveling Count,180,1,32.186,,22,,,BBC Leader: Steve Grinley.   Eagles and owls lived up to the walk's billing.,
S96999400,Horned Grebe,Podiceps auritus,6866,2,US-MA,Plymouth,L2079999,"Scituate, North",42.23411,-70.7691193,2005-02-13,,Historical,30,1,.402,,2,,,"SSBC/BBC trip, Glenn d'Entremont leader, Dave B",
S306407558,White-winged Dove,Zenaida asiatica,2389,1,US-MA,Middlesex,L207391,Mount Auburn Cemetery,42.371,-71.146,2005-04-22,06:30 AM,eBird - Traveling Count,90,1,2.414,,15,,,"BBC Trip led by Peter and Fay Vale (J. Forbes personal list)  cool (30's to start)  mostly clear, not much wind  Kinglets and Hermit Thrushes galore, decent numbers of other things, but nothing overly exciting (...)  Linda Ferraresso had a sapsucker in the dry dell.    As we walked towards Willow, Linda and Janet Heywood (I think) came by to tell us that Bob Stymeist had found a white-winged dove outside his house. We ran over and got good views and heard one call before having to leave for work.",
S63336781,Great Blue Heron (Great Blue),Ardea herodias [herodias Group],7754,1,US-MA,Berkshire,L884374,"Woods Pond, Lenox",42.3516938,-73.2412148,2006-06-18,,Historical,15,1,.402,,3,,,"SSBC/BBC trip, Glenn d'Entremont/Dave St James leaders, Herman D, Oakes S",
S62556948,Willet (Eastern),Tringa semipalmata semipalmata,6148,30,US-MA,Barnstable,L270936,Monomoy NWR--Morris Island,41.6568485,-69.9582152,2006-07-22,,Historical,120,1,1.609,,3,,,"BBC trip, Glenn d'Entremont leader, Herman D, Oakes S",
S61395597,Bell's Vireo (Eastern),Vireo bellii bellii/medius,19198,1,US-MA,Barnstable,L2068510,Falmouth,41.5486724,-70.616684,2006-11-25,,Historical,360,1,16.093,,1,,"Wow, third record, first not in net/banded, small vireo with gray head with olive cast, olive back, wings had one thin whitish wingbar, yellowish underparts, small bill with small hook at tip","BBC trip, Glenn d'Entremont leader, about 8 participants",
