Submission ID,Common Name,Scientific Name,Taxonomic Order,Count,State/Province,County,Location ID,Location,Latitude,Longitude,Date,Time,Protocol,Duration (Min),All Obs Reported,Distance Traveled (km),Area Covered (ha),Number of Observers,Breeding Code,Observation Details,Checklist Comments,ML Catalog Numbers
S263908595,American Crow,Corvus brachyrhynchos,21557,X,US-MA,Norfolk,L50749563,Putterham Meadows (historic),42.3107108,-71.1607069,1926-05-25,,Historical,,1,,,24,,,"Brookline Bird Club, field card data",
S263908595,American Goldfinch,Spinus tristis,32617,X,US-MA,Norfolk,L50749563,Putterham Meadows (historic),42.3107108,-71.1607069,1926-05-25,,Historical,,1,,,24,,,"Brookline Bird Club, field card data",
S263908595,American Redstart,Setophaga ruticilla,34058,X,US-MA,Norfolk,L50749563,Putterham Meadows (historic),42.3107108,-71.1607069,1926-05-25,,Historical,,1,,,24,,,"Brookline Bird Club, field card data",
S263908595,American Robin,Turdus migratorius,28633,X,US-MA,Norfolk,L50749563,Putterham Meadows (historic),42.3107108,-71.1607069,1926-05-25,,Historical,,1,,,24,,,"Brookline Bird Club, field card data",
S263908595,Black-and-white Warbler,Mniotilta varia,33962,X,US-MA,Norfolk,L50749563,Putterham Meadows (historic),42.3107108,-71.1607069,1926-05-25,,Historical,,1,,,24,,,"Brookline Bird Club, field card data",
S263908595,Blue Jay,Cyanocitta cristata,21294,X,US-MA,Norfolk,L50749563,Putterham Meadows (historic),42.3107108,-71.1607069,1926-05-25,,Historical,,1,,,24,,,"Brookline Bird Club, field card data",
S263908595,Chimney Swift,Chaetura pelagica,3896,X,US-MA,Norfolk,L50749563,Putterham Meadows (historic),42.3107108,-71.1607069,1926-05-25,,Historical,,1,,,24,,,"Brookline Bird Club, field card data",
S263908595,Common Grackle,Quiscalus quiscula,33853,X,US-MA,Norfolk,L50749563,Putterham Meadows (historic),42.3107108,-71.1607069,1926-05-25,,Historical,,1,,,24,,,"Brookline Bird Club, field card data",
S263908595,Common Yellowthroat,Geothlypis trichas,34028,X,US-MA,Norfolk,L50749563,Putterham Meadows (historic),42.3107108,-71.1607069,1926-05-25,,Historical,,1,,,24,,,"Brookline Bird Club, field card data",
S263908595,Downy Woodpecker,Dryobates pubescens,11400,X,US-MA,Norfolk,L50749563,Putterham Meadows (historic),42.3107108,-71.1607069,1926-05-25,,Historical,,1,,,24,,,"Brookline Bird Club, field card data",
S263908595,Eastern Bluebird,Sialia sialis,28126,X,US-MA,Norfolk,L50749563,Putterham Meadows (historic),42.3107108,-71.1607069,1926-05-25,,Historical,,1,,,24,,,"Brookline Bird Club, field card data",
S263908595,Eastern Towhee,Pipilo erythrophthalmus,33415,X,US-MA,Norfolk,L50749563,Putterham Meadows (historic),42.3107108,-71.1607069,1926-05-25,,Historical,,1,,,24,,,"Brookline Bird Club, field card data",
S263908595,Golden-winged Warbler,Vermivora chrysoptera,33956,X,US-MA,Norfolk,L50749563,Putterham Meadows (historic),42.3107108,-71.1607069,1926-05-25,,Historical,,1,,,24,,Historic observation recorded on club field card,"Brookline Bird Club, field card data",
S263908595,Indigo Bunting,Passerina cyanea,34607,X,US-MA,Norfolk,L50749563,Putterham Meadows (historic),42.3107108,-71.1607069,1926-05-25,,Historical,,1,,,24,,,"Brookline Bird Club, field card data",
S263908595,Northern Bobwhite,Colinus virginianus,1026,X,US-MA,Norfolk,L50749563,Putterham Meadows (historic),42.3107108,-71.1607069,1926-05-25,,Historical,,1,,,24,,Historic observation recorded on club field card,"Brookline Bird Club, field card data",
S263908595,Northern Flicker,Colaptes auratus,11900,X,US-MA,Norfolk,L50749563,Putterham Meadows (historic),42.3107108,-71.1607069,1926-05-25,,Historical,,1,,,24,,,"Brookline Bird Club, field card data",
S263908595,Northern Yellow Warbler,Setophaga aestiva,34087,X,US-MA,Norfolk,L50749563,Putterham Meadows (historic),42.3107108,-71.1607069,1926-05-25,,Historical,,1,,,24,,,"Brookline Bird Club, field card data",
S263908595,Ovenbird,Seiurus aurocapilla,33946,X,US-MA,Norfolk,L50749563,Putterham Meadows (historic),42.3107108,-71.1607069,1926-05-25,,Historical,,1,,,24,,,"Brookline Bird Club, field card data",
S263908595,Prairie Warbler,Setophaga discolor,34185,X,US-MA,Norfolk,L50749563,Putterham Meadows (historic),42.3107108,-71.1607069,1926-05-25,,Historical,,1,,,24,,,"Brookline Bird Club, field card data",
S263908595,Red-eyed Vireo,Vireo olivaceus,19267,X,US-MA,Norfolk,L50749563,Putterham Meadows (historic),42.3107108,-71.1607069,1926-05-25,,Historical,,1,,,24,,,"Brookline Bird Club, field card data",
S263908595,Ring-necked Pheasant,Phasianus colchicus,1477,X,US-MA,Norfolk,L50749563,Putterham Meadows (historic),42.3107108,-71.1607069,1926-05-25,,Historical,,1,,,24,,,"Brookline Bird Club, field card data",
S263908595,Rose-breasted Grosbeak,Pheucticus ludovicianus,34557,X,US-MA,Norfolk,L50749563,Putterham Meadows (historic),42.3107108,-71.1607069,1926-05-25,,Historical,,1,,,24,,,"Brookline Bird Club, field card data",
S263908595,Scarlet Tanager,Piranga olivacea,34436,X,US-MA,Norfolk,L50749563,Putterham Meadows (historic),42.3107108,-71.1607069,1926-05-25,,Historical,,1,,,24,,,"Brookline Bird Club, field card data",
S263908595,Song Sparrow,Melospiza melodia,33277,X,US-MA,Norfolk,L50749563,Putterham Meadows (historic),42.3107108,-71.1607069,1926-05-25,,Historical,,1,,,24,,,"Brookline Bird Club, field card data",
S263908595,Swainson's Thrush,Catharus ustulatus,28324,X,US-MA,Norfolk,L50749563,Putterham Meadows (historic),42.3107108,-71.1607069,1926-05-25,,Historical,,1,,,24,,,"Brookline Bird Club, field card data",
S263908595,Veery,Catharus fuscescens,28313,X,US-MA,Norfolk,L50749563,Putterham Meadows (historic),42.3107108,-71.1607069,1926-05-25,,Historical,,1,,,24,,,"Brookline Bird Club, field card data",
S263908920,American Crow,Corvus brachyrhynchos,21557,X,US-MA,Norfolk,L50749563,Putterham Meadows (historic),42.3107108,-71.1607069,1926-06-15,,Historical,,1,,,3,,,Brookline Bird Club field card data,
S263908920,American Robin,Turdus migratorius,28633,X,US-MA,Norfolk,L50749563,Putterham Meadows (historic),42.3107108,-71.1607069,1926-06-15,,Historical,,1,,,3,,,Brookline Bird Club field card data,
S263908920,Black-capped Chickadee,Poecile atricapillus,22065,X,US-MA,Norfolk,L50749563,Putterham Meadows (historic),42.3107108,-71.1607069,1926-06-15,,Historical,,1,,,3,,,Brookline Bird Club field card data,
S263908920,Blue Jay,Cyanocitta cristata,21294,X,US-MA,Norfolk,L50749563,Putterham Meadows (historic),42.3107108,-71.1607069,1926-06-15,,Historical,,1,,,3,,,Brookline Bird Club field card data,
S263908920,Chestnut-sided Warbler,Setophaga pensylvanica,34133,X,US-MA,Norfolk,L50749563,Putterham Meadows (historic),42.3107108,-71.1607069,1926-06-15,,Historical,,1,,,3,,Historic observation on club field card data,Brookline Bird Club field card data,
S263908920,Chipping Sparrow,Spizella passerina,32990,X,US-MA,Norfolk,L50749563,Putterham Meadows (historic),42.3107108,-71.1607069,1926-06-15,,Historical,,1,,,3,,,Brookline Bird Club field card data,
S263908920,Common Grackle,Quiscalus quiscula,33853,X,US-MA,Norfolk,L50749563,Putterham Meadows (historic),42.3107108,-71.1607069,1926-06-15,,Historical,,1,,,3,,,Brookline Bird Club field card data,
S263908920,Common Yellowthroat,Geothlypis trichas,34028,X,US-MA,Norfolk,L50749563,Putterham Meadows (historic),42.3107108,-71.1607069,1926-06-15,,Historical,,1,,,3,,,Brookline Bird Club field card data,
S263908920,Eastern Towhee,Pipilo erythrophthalmus,33415,X,US-MA,Norfolk,L50749563,Putterham Meadows (historic),42.3107108,-71.1607069,1926-06-15,,Historical,,1,,,3,,,Brookline Bird Club field card data,
S263908920,European Starling,Sturnus vulgaris,27813,X,US-MA,Norfolk,L50749563,Putterham Meadows (historic),42.3107108,-71.1607069,1926-06-15,,Historical,,1,,,3,,,Brookline Bird Club field card data,
S263908920,Gray Catbird,Dumetella carolinensis,28000,X,US-MA,Norfolk,L50749563,Putterham Meadows (historic),42.3107108,-71.1607069,1926-06-15,,Historical,,1,,,3,,,Brookline Bird Club field card data,
S263908920,House Sparrow,Passer domesticus,31534,X,US-MA,Norfolk,L50749563,Putterham Meadows (historic),42.3107108,-71.1607069,1926-06-15,,Historical,,1,,,3,,,Brookline Bird Club field card data,
S263908920,Indigo Bunting,Passerina cyanea,34607,X,US-MA,Norfolk,L50749563,Putterham Meadows (historic),42.3107108,-71.1607069,1926-06-15,,Historical,,1,,,3,,,Brookline Bird Club field card data,
S263908920,Ovenbird,Seiurus aurocapilla,33946,X,US-MA,Norfolk,L50749563,Putterham Meadows (historic),42.3107108,-71.1607069,1926-06-15,,Historical,,1,,,3,,,Brookline Bird Club field card data,
S263908920,Red-eyed Vireo,Vireo olivaceus,19267,X,US-MA,Norfolk,L50749563,Putterham Meadows (historic),42.3107108,-71.1607069,1926-06-15,,Historical,,1,,,3,,,Brookline Bird Club field card data,
S263908920,Ring-necked Pheasant,Phasianus colchicus,1477,X,US-MA,Norfolk,L50749563,Putterham Meadows (historic),42.3107108,-71.1607069,1926-06-15,,Historical,,1,,,3,,,Brookline Bird Club field card data,
S263908920,Song Sparrow,Melospiza melodia,33277,X,US-MA,Norfolk,L50749563,Putterham Meadows (historic),42.3107108,-71.1607069,1926-06-15,,Historical,,1,,,3,,,Brookline Bird Club field card data,
S263908920,Veery,Catharus fuscescens,28313,X,US-MA,Norfolk,L50749563,Putterham Meadows (historic),42.3107108,-71.1607069,1926-06-15,,Historical,,1,,,3,,,Brookline Bird Club field card data,
S263909716,American Crow,Corvus brachyrhynchos,21557,X,US-MA,Norfolk,L50749563,Putterham Meadows (historic),42.3107108,-71.1607069,1926-07-06,,Historical,,1,,,2,,,Brookline Bird Club field card data,
S263909716,American Goldfinch,Spinus tristis,32617,X,US-MA,Norfolk,L50749563,Putterham Meadows (historic),42.3107108,-71.1607069,1926-07-06,,Historical,,1,,,2,,,Brookline Bird Club field card data,
S263909716,American Robin,Turdus migratorius,28633,X,US-MA,Norfolk,L50749563,Putterham Meadows (historic),42.3107108,-71.1607069,1926-07-06,,Historical,,1,,,2,,,Brookline Bird Club field card data,
S263909716,Black-and-white Warbler,Mniotilta varia,33962,X,US-MA,Norfolk,L50749563,Putterham Meadows (historic),42.3107108,-71.1607069,1926-07-06,,Historical,,1,,,2,,,Brookline Bird Club field card data,
S263909716,Black-capped Chickadee,Poecile atricapillus,22065,X,US-MA,Norfolk,L50749563,Putterham Meadows (historic),42.3107108,-71.1607069,1926-07-06,,Historical,,1,,,2,,,Brookline Bird Club field card data,
S263909716,Black-throated Green Warbler,Setophaga virens,34218,X,US-MA,Norfolk,L50749563,Putterham Meadows (historic),42.3107108,-71.1607069,1926-07-06,,Historical,,1,,,2,,Historic observation from club field card data,Brookline Bird Club field card data,
S263909716,Blue Jay,Cyanocitta cristata,21294,X,US-MA,Norfolk,L50749563,Putterham Meadows (historic),42.3107108,-71.1607069,1926-07-06,,Historical,,1,,,2,,,Brookline Bird Club field card data,
S263909716,Chestnut-sided Warbler,Setophaga pensylvanica,34133,X,US-MA,Norfolk,L50749563,Putterham Meadows (historic),42.3107108,-71.1607069,1926-07-06,,Historical,,1,,,2,,Historic observation from club field card data,Brookline Bird Club field card data,
S263909716,Chimney Swift,Chaetura pelagica,3896,X,US-MA,Norfolk,L50749563,Putterham Meadows (historic),42.3107108,-71.1607069,1926-07-06,,Historical,,1,,,2,,,Brookline Bird Club field card data,
S263909716,Common Grackle,Quiscalus quiscula,33853,X,US-MA,Norfolk,L50749563,Putterham Meadows (historic),42.3107108,-71.1607069,1926-07-06,,Historical,,1,,,2,,,Brookline Bird Club field card data,
S263909716,Common Yellowthroat,Geothlypis trichas,34028,X,US-MA,Norfolk,L50749563,Putterham Meadows (historic),42.3107108,-71.1607069,1926-07-06,,Historical,,1,,,2,,,Brookline Bird Club field card data,
S263909716,Downy Woodpecker,Dryobates pubescens,11400,X,US-MA,Norfolk,L50749563,Putterham Meadows (historic),42.3107108,-71.1607069,1926-07-06,,Historical,,1,,,2,,,Brookline Bird Club field card data,
S263909716,Eastern Bluebird,Sialia sialis,28126,X,US-MA,Norfolk,L50749563,Putterham Meadows (historic),42.3107108,-71.1607069,1926-07-06,,Historical,,1,,,2,,,Brookline Bird Club field card data,
S263909716,Eastern Kingbird,Tyrannus tyrannus,17472,X,US-MA,Norfolk,L50749563,Putterham Meadows (historic),42.3107108,-71.1607069,1926-07-06,,Historical,,1,,,2,,,Brookline Bird Club field card data,
S263909716,Eastern Towhee,Pipilo erythrophthalmus,33415,X,US-MA,Norfolk,L50749563,Putterham Meadows (historic),42.3107108,-71.1607069,1926-07-06,,Historical,,1,,,2,,,Brookline Bird Club field card data,
S263909716,Eastern Wood-Pewee,Contopus virens,16924,X,US-MA,Norfolk,L50749563,Putterham Meadows (historic),42.3107108,-71.1607069,1926-07-06,,Historical,,1,,,2,,,Brookline Bird Club field card data,
S263909716,European Starling,Sturnus vulgaris,27813,X,US-MA,Norfolk,L50749563,Putterham Meadows (historic),42.3107108,-71.1607069,1926-07-06,,Historical,,1,,,2,,,Brookline Bird Club field card data,
S263909716,Golden-winged Warbler,Vermivora chrysoptera,33956,X,US-MA,Norfolk,L50749563,Putterham Meadows (historic),42.3107108,-71.1607069,1926-07-06,,Historical,,1,,,2,,Historic observation from club field card data,Brookline Bird Club field card data,
S263909716,Gray Catbird,Dumetella carolinensis,28000,X,US-MA,Norfolk,L50749563,Putterham Meadows (historic),42.3107108,-71.1607069,1926-07-06,,Historical,,1,,,2,,,Brookline Bird Club field card data,
S263909716,Green Heron,Butorides virescens,7704,X,US-MA,Norfolk,L50749563,Putterham Meadows (historic),42.3107108,-71.1607069,1926-07-06,,Historical,,1,,,2,,,Brookline Bird Club field card data,
S263909716,House Sparrow,Passer domesticus,31534,X,US-MA,Norfolk,L50749563,Putterham Meadows (historic),42.3107108,-71.1607069,1926-07-06,,Historical,,1,,,2,,,Brookline Bird Club field card data,
S263909716,Indigo Bunting,Passerina cyanea,34607,X,US-MA,Norfolk,L50749563,Putterham Meadows (historic),42.3107108,-71.1607069,1926-07-06,,Historical,,1,,,2,,,Brookline Bird Club field card data,
S263909716,Northern Flicker,Colaptes auratus,11900,X,US-MA,Norfolk,L50749563,Putterham Meadows (historic),42.3107108,-71.1607069,1926-07-06,,Historical,,1,,,2,,,Brookline Bird Club field card data,
S263909716,Ovenbird,Seiurus aurocapilla,33946,X,US-MA,Norfolk,L50749563,Putterham Meadows (historic),42.3107108,-71.1607069,1926-07-06,,Historical,,1,,,2,,,Brookline Bird Club field card data,
S263909716,Prairie Warbler,Setophaga discolor,34185,X,US-MA,Norfolk,L50749563,Putterham Meadows (historic),42.3107108,-71.1607069,1926-07-06,,Historical,,1,,,2,,,Brookline Bird Club field card data,
S263909716,Purple Finch,Haemorhous purpureus,32324,X,US-MA,Norfolk,L50749563,Putterham Meadows (historic),42.3107108,-71.1607069,1926-07-06,,Historical,,1,,,2,,Historic observation from club field card data,Brookline Bird Club field card data,
S263909716,Red-eyed Vireo,Vireo olivaceus,19267,X,US-MA,Norfolk,L50749563,Putterham Meadows (historic),42.3107108,-71.1607069,1926-07-06,,Historical,,1,,,2,,,Brookline Bird Club field card data,
S263909716,Ring-necked Pheasant,Phasianus colchicus,1477,X,US-MA,Norfolk,L50749563,Putterham Meadows (historic),42.3107108,-71.1607069,1926-07-06,,Historical,,1,,,2,,,Brookline Bird Club field card data,
S263909716,Scarlet Tanager,Piranga olivacea,34436,X,US-MA,Norfolk,L50749563,Putterham Meadows (historic),42.3107108,-71.1607069,1926-07-06,,Historical,,1,,,2,,,Brookline Bird Club field card data,
S263909716,Song Sparrow,Melospiza melodia,33277,X,US-MA,Norfolk,L50749563,Putterham Meadows (historic),42.3107108,-71.1607069,1926-07-06,,Historical,,1,,,2,,,Brookline Bird Club field card data,
S263909716,Veery,Catharus fuscescens,28313,X,US-MA,Norfolk,L50749563,Putterham Meadows (historic),42.3107108,-71.1607069,1926-07-06,,Historical,,1,,,2,,,Brookline Bird Club field card data,
S263910683,American Crow,Corvus brachyrhynchos,21557,X,US-MA,Norfolk,L50749563,Putterham Meadows (historic),42.3107108,-71.1607069,1926-07-13,,Historical,,1,,,5,,,Brookline Bird Club field card data,
S263910683,American Redstart,Setophaga ruticilla,34058,X,US-MA,Norfolk,L50749563,Putterham Meadows (historic),42.3107108,-71.1607069,1926-07-13,,Historical,,1,,,5,,,Brookline Bird Club field card data,
S263910683,American Robin,Turdus migratorius,28633,X,US-MA,Norfolk,L50749563,Putterham Meadows (historic),42.3107108,-71.1607069,1926-07-13,,Historical,,1,,,5,,,Brookline Bird Club field card data,
S263910683,Black-and-white Warbler,Mniotilta varia,33962,X,US-MA,Norfolk,L50749563,Putterham Meadows (historic),42.3107108,-71.1607069,1926-07-13,,Historical,,1,,,5,,,Brookline Bird Club field card data,
S263910683,Black-capped Chickadee,Poecile atricapillus,22065,X,US-MA,Norfolk,L50749563,Putterham Meadows (historic),42.3107108,-71.1607069,1926-07-13,,Historical,,1,,,5,,,Brookline Bird Club field card data,
S263910683,Black-throated Green Warbler,Setophaga virens,34218,X,US-MA,Norfolk,L50749563,Putterham Meadows (historic),42.3107108,-71.1607069,1926-07-13,,Historical,,1,,,5,,Brookline Bird Club field card data,Brookline Bird Club field card data,
S263910683,Blue Jay,Cyanocitta cristata,21294,X,US-MA,Norfolk,L50749563,Putterham Meadows (historic),42.3107108,-71.1607069,1926-07-13,,Historical,,1,,,5,,,Brookline Bird Club field card data,
S263910683,Chestnut-sided Warbler,Setophaga pensylvanica,34133,X,US-MA,Norfolk,L50749563,Putterham Meadows (historic),42.3107108,-71.1607069,1926-07-13,,Historical,,1,,,5,,Brookline Bird Club field card data,Brookline Bird Club field card data,
S263910683,Common Yellowthroat,Geothlypis trichas,34028,X,US-MA,Norfolk,L50749563,Putterham Meadows (historic),42.3107108,-71.1607069,1926-07-13,,Historical,,1,,,5,,,Brookline Bird Club field card data,
S263910683,Downy Woodpecker,Dryobates pubescens,11400,X,US-MA,Norfolk,L50749563,Putterham Meadows (historic),42.3107108,-71.1607069,1926-07-13,,Historical,,1,,,5,,,Brookline Bird Club field card data,
S263910683,Eastern Bluebird,Sialia sialis,28126,X,US-MA,Norfolk,L50749563,Putterham Meadows (historic),42.3107108,-71.1607069,1926-07-13,,Historical,,1,,,5,,,Brookline Bird Club field card data,
S263910683,Eastern Kingbird,Tyrannus tyrannus,17472,X,US-MA,Norfolk,L50749563,Putterham Meadows (historic),42.3107108,-71.1607069,1926-07-13,,Historical,,1,,,5,,,Brookline Bird Club field card data,
S263910683,Eastern Phoebe,Sayornis phoebe,17007,X,US-MA,Norfolk,L50749563,Putterham Meadows (historic),42.3107108,-71.1607069,1926-07-13,,Historical,,1,,,5,,,Brookline Bird Club field card data,
S263910683,Eastern Towhee,Pipilo erythrophthalmus,33415,X,US-MA,Norfolk,L50749563,Putterham Meadows (historic),42.3107108,-71.1607069,1926-07-13,,Historical,,1,,,5,,,Brookline Bird Club field card data,
S263910683,European Starling,Sturnus vulgaris,27813,X,US-MA,Norfolk,L50749563,Putterham Meadows (historic),42.3107108,-71.1607069,1926-07-13,,Historical,,1,,,5,,,Brookline Bird Club field card data,
S263910683,Field Sparrow,Spizella pusilla,33002,X,US-MA,Norfolk,L50749563,Putterham Meadows (historic),42.3107108,-71.1607069,1926-07-13,,Historical,,1,,,5,,,Brookline Bird Club field card data,
S263910683,Gray Catbird,Dumetella carolinensis,28000,X,US-MA,Norfolk,L50749563,Putterham Meadows (historic),42.3107108,-71.1607069,1926-07-13,,Historical,,1,,,5,,,Brookline Bird Club field card data,
S263910683,Great Crested Flycatcher,Myiarchus crinitus,17334,X,US-MA,Norfolk,L50749563,Putterham Meadows (historic),42.3107108,-71.1607069,1926-07-13,,Historical,,1,,,5,,,Brookline Bird Club field card data,
S263910683,Green Heron,Butorides virescens,7704,X,US-MA,Norfolk,L50749563,Putterham Meadows (historic),42.3107108,-71.1607069,1926-07-13,,Historical,,1,,,5,,,Brookline Bird Club field card data,
S263910683,House Sparrow,Passer domesticus,31534,X,US-MA,Norfolk,L50749563,Putterham Meadows (historic),42.3107108,-71.1607069,1926-07-13,,Historical,,1,,,5,,,Brookline Bird Club field card data,
S263910683,Indigo Bunting,Passerina cyanea,34607,X,US-MA,Norfolk,L50749563,Putterham Meadows (historic),42.3107108,-71.1607069,1926-07-13,,Historical,,1,,,5,,,Brookline Bird Club field card data,
S263910683,Northern Bobwhite,Colinus virginianus,1026,X,US-MA,Norfolk,L50749563,Putterham Meadows (historic),42.3107108,-71.1607069,1926-07-13,,Historical,,1,,,5,,Brookline Bird Club field card data,Brookline Bird Club field card data,
S263910683,Northern Flicker,Colaptes auratus,11900,X,US-MA,Norfolk,L50749563,Putterham Meadows (historic),42.3107108,-71.1607069,1926-07-13,,Historical,,1,,,5,,,Brookline Bird Club field card data,
S263910683,Ovenbird,Seiurus aurocapilla,33946,X,US-MA,Norfolk,L50749563,Putterham Meadows (historic),42.3107108,-71.1607069,1926-07-13,,Historical,,1,,,5,,,Brookline Bird Club field card data,
S263910683,Red-eyed Vireo,Vireo olivaceus,19267,X,US-MA,Norfolk,L50749563,Putterham Meadows (historic),42.3107108,-71.1607069,1926-07-13,,Historical,,1,,,5,,,Brookline Bird Club field card data,
S263910683,Ring-necked Pheasant,Phasianus colchicus,1477,X,US-MA,Norfolk,L50749563,Putterham Meadows (historic),42.3107108,-71.1607069,1926-07-13,,Historical,,1,,,5,,,Brookline Bird Club field card data,
S263910683,Scarlet Tanager,Piranga olivacea,34436,X,US-MA,Norfolk,L50749563,Putterham Meadows (historic),42.3107108,-71.1607069,1926-07-13,,Historical,,1,,,5,,,Brookline Bird Club field card data,
S263910683,Veery,Catharus fuscescens,28313,X,US-MA,Norfolk,L50749563,Putterham Meadows (historic),42.3107108,-71.1607069,1926-07-13,,Historical,,1,,,5,,,Brookline Bird Club field card data,
S263912498,American Crow,Corvus brachyrhynchos,21557,X,US-MA,Norfolk,L50749563,Putterham Meadows (historic),42.3107108,-71.1607069,1926-07-27,,Historical,,1,,,5,,,Brookline Bird Club field card data,
S263912498,American Goldfinch,Spinus tristis,32617,X,US-MA,Norfolk,L50749563,Putterham Meadows (historic),42.3107108,-71.1607069,1926-07-27,,Historical,,1,,,5,,,Brookline Bird Club field card data,
S263912498,American Robin,Turdus migratorius,28633,X,US-MA,Norfolk,L50749563,Putterham Meadows (historic),42.3107108,-71.1607069,1926-07-27,,Historical,,1,,,5,,,Brookline Bird Club field card data,
S263912498,Black-and-white Warbler,Mniotilta varia,33962,X,US-MA,Norfolk,L50749563,Putterham Meadows (historic),42.3107108,-71.1607069,1926-07-27,,Historical,,1,,,5,,,Brookline Bird Club field card data,
S263912498,Black-capped Chickadee,Poecile atricapillus,22065,X,US-MA,Norfolk,L50749563,Putterham Meadows (historic),42.3107108,-71.1607069,1926-07-27,,Historical,,1,,,5,,,Brookline Bird Club field card data,
S263912498,Black-crowned Night Heron,Nycticorax nycticorax,7600,X,US-MA,Norfolk,L50749563,Putterham Meadows (historic),42.3107108,-71.1607069,1926-07-27,,Historical,,1,,,5,,,Brookline Bird Club field card data,
S263912498,Black-throated Green Warbler,Setophaga virens,34218,X,US-MA,Norfolk,L50749563,Putterham Meadows (historic),42.3107108,-71.1607069,1926-07-27,,Historical,,1,,,5,,Brookline Bird Club field card data,Brookline Bird Club field card data,
S263912498,Chipping Sparrow,Spizella passerina,32990,X,US-MA,Norfolk,L50749563,Putterham Meadows (historic),42.3107108,-71.1607069,1926-07-27,,Historical,,1,,,5,,,Brookline Bird Club field card data,
S263912498,Common Nighthawk,Chordeiles minor,3492,X,US-MA,Norfolk,L50749563,Putterham Meadows (historic),42.3107108,-71.1607069,1926-07-27,,Historical,,1,,,5,,,Brookline Bird Club field card data,
S263912498,Eastern Screech-Owl,Megascops asio,8866,X,US-MA,Norfolk,L50749563,Putterham Meadows (historic),42.3107108,-71.1607069,1926-07-27,,Historical,,1,,,5,,,Brookline Bird Club field card data,
S263912498,Gray Catbird,Dumetella carolinensis,28000,X,US-MA,Norfolk,L50749563,Putterham Meadows (historic),42.3107108,-71.1607069,1926-07-27,,Historical,,1,,,5,,,Brookline Bird Club field card data,
S263912498,Great Crested Flycatcher,Myiarchus crinitus,17334,X,US-MA,Norfolk,L50749563,Putterham Meadows (historic),42.3107108,-71.1607069,1926-07-27,,Historical,,1,,,5,,,Brookline Bird Club field card data,
S263912498,House Sparrow,Passer domesticus,31534,X,US-MA,Norfolk,L50749563,Putterham Meadows (historic),42.3107108,-71.1607069,1926-07-27,,Historical,,1,,,5,,,Brookline Bird Club field card data,
S263912498,Indigo Bunting,Passerina cyanea,34607,X,US-MA,Norfolk,L50749563,Putterham Meadows (historic),42.3107108,-71.1607069,1926-07-27,,Historical,,1,,,5,,,Brookline Bird Club field card data,
S263912498,Northern Bobwhite,Colinus virginianus,1026,X,US-MA,Norfolk,L50749563,Putterham Meadows (historic),42.3107108,-71.1607069,1926-07-27,,Historical,,1,,,5,,Brookline Bird Club field card record,Brookline Bird Club field card data,
S263912498,Ring-necked Pheasant,Phasianus colchicus,1477,X,US-MA,Norfolk,L50749563,Putterham Meadows (historic),42.3107108,-71.1607069,1926-07-27,,Historical,,1,,,5,,,Brookline Bird Club field card data,
S263912498,Song Sparrow,Melospiza melodia,33277,X,US-MA,Norfolk,L50749563,Putterham Meadows (historic),42.3107108,-71.1607069,1926-07-27,,Historical,,1,,,5,,,Brookline Bird Club field card data,
S298486899,Ruffed Grouse,Bonasa umbellus,1283,1,US-MA,Franklin,L2192878,New Salem,42.5022249,-72.3370743,1927-07-04,,Historical,,1,,,6,,,Brookline Bird Club field card data. Trip Leader: Alice I Teele,
S265705454,Snow Bunting,Plectrophenax nivalis,32674,13,US-MA,Essex,L211434,Crane Beach (TTOR),42.6839598,-70.7667586,1930-03-09,,Historical,,1,,,7,,,Brookline Bird Club field card data. Trip Leader: unknown,
S265714977,Dark-eyed Junco (Slate-colored),Junco hyemalis hyemalis/carolinensis,33126,2,US-MA,Middlesex,L51173554,Fresh Pond to Spy Pond,42.393671,-71.1483192,1930-04-05,,Historical,,1,,,17,,,Brookline Bird Club field card data. Trip Leader: Alice I. Tele. Fresh Pond to Spy Pond and Belmont.,
S265740795,Greater Prairie-Chicken (Heath Hen),Tympanuchus cupido cupido,1339,1,US-MA,Dukes,L12014996,Martha's Vineyard,41.396755,-70.6394478,1930-04-19,,Historical,,1,,,16,,,Brookline Bird Club field card data. Trip Leader: Florence C. Little,
S265742300,Piping Plover,Charadrius melodus,5836,1,US-MA,Dukes,L12014996,Martha's Vineyard,41.396755,-70.6394478,1930-04-20,,Historical,,1,,,16,,,Brookline Bird Club field card data. Trip Leader: Florence C. Little,
S266271390,Common Grackle (Bronzed),Quiscalus quiscula versicolor,33857,1,US-MA,Middlesex,L207386,Middlesex Fells Reservation,42.4521799,-71.1098195,1930-05-24,,Historical,,1,,,5,,,"Brookline Bird Club field card data. Trip Leader: B.R. Thompson. Melrose Highlands, Whip Hill Swamp, Doleful Pond, Spot Pond",
S266270149,Field Sparrow,Spizella pusilla,33002,2,US-MA,Middlesex,L11619548,Wayland area,42.3629159,-71.3602438,1930-05-24,,Historical,,1,,,15,,,Brookline Bird Club field card data. Trip Leader: Lottie M. Smith. Wayland and Sudbury,
S266871796,Song Sparrow,Melospiza melodia,33277,6,US-MA,Norfolk,L11570287,Quincy and vicinity,42.2495372,-71.0034567,1930-08-02,,Historical,,1,,,4,,,"Brookline Bird Club field card data. Trip Leader: Emma Anderson. Quincy, Wollaston Beach, Squantum",
